,player,age,position,Rating,Team,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
13,José Reina ,36, GK,6.37,AC Milan,188,92,0(1),79,-,-,-,-,-,73.7,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,19.0,73.7,-,4.0,-
14,Krzysztof Piatek ,23, FW,7.16,AC Milan,183,77,9(1),752,7,-,-,-,2.2,85.3,1.0,1,7,-,2.2,0.6,0.5,1.2,0.6,1.3,2.1,0.5,0.1,1.3,-,0.5,0.3,0.2,-,-,0.6,12.9,85.3,0.2,0.6,-
15,Lucas Biglia ,33, DMC,6.98,AC Milan,178,64,12(2),1073,1,-,2,-,0.5,90.5,0.6,1,1,-,0.5,0.9,0.2,1,-,0.7,0.7,4.2,1.5,1.4,0.1,1.4,1.7,0.1,-,-,0.9,57.6,90.5,0.1,3.9,-
16,Lucas Paquetá ,21," AM(C),FW",6.68,AC Milan,180,72,10(1),715,1,1,3,-,0.9,77.9,1.2,-,1,1,0.9,0.6,1.2,1.6,0.1,2.3,1.7,1.4,0.3,1.2,-,0.6,1.4,-,-,1,0.6,27.2,77.9,0.1,0.6,-
17,Mateo Musacchio ,28, D(C),6.77,AC Milan,180,73,22,1980,1,-,1,-,0.5,89.9,1.1,-,1,-,0.5,0.2,0.1,0.6,-,0.2,0.2,1.5,1,0.8,0.5,3.9,0.2,0.6,-,-,0.2,62.9,89.9,-,2.7,-
18,Patrick Cutrone ,21, FW,6.34,AC Milan,183,75,11(16),1222,3,2,2,-,1.1,75.2,0.5,-,3,2,1.1,0.6,0.1,0.6,0.3,0.9,1.9,0.3,0.2,0.9,-,0.3,0.4,-,-,2,0.6,9.9,75.2,0.1,0.1,-
19,Ricardo Rodríguez ,26," D(CL),M(L)",6.83,AC Milan,181,78,27,2332,-,3,5,-,0.9,88.3,0.9,-,-,3,0.9,0.6,0.4,0.5,-,0.5,0.5,1.4,1,0.8,0.1,2,0.2,0.1,-,3,0.6,54.0,88.3,0.8,3.3,-
20,Samu Castillejo ,24, AM(CLR),6.53,AC Milan,182,67,8(17),921,3,2,3,-,1.1,86.9,0.5,1,3,2,1.1,0.7,0.8,0.9,0.2,1,1.1,0.5,0.3,0.8,-,0.3,0.8,-,-,2,0.7,15.8,86.9,0.3,0.7,-
21,Suso ,25," AM(CLR),FW",7.36,AC Milan,177,70,27,2373,5,8,7,1,2.8,81.8,0.1,5,5,8,2.8,2.7,2,2.2,0.2,2,1.9,0.9,0.5,0.9,-,-,1.1,-,-,8,2.7,45.1,81.8,1.4,3.4,0.1
22,Tiemoué Bakayoko ,24, DMC,7.1,AC Milan,185,77,19(5),1742,1,-,4,1,0.7,86.5,2.4,4,1,-,0.7,0.8,1.9,2,-,1.6,1.7,2.4,1.8,1.3,-,1.3,1.1,0.1,-,-,0.8,43.9,86.5,-,1.4,-
0,Andrea Poli ,29, M(CL),6.6,Bologna,182,77,20(3),1670,3,1,4,-,1,89.2,0.3,-,3,1,1,0.6,0.3,1.3,0.1,0.8,1.2,2.3,1.2,1.1,-,0.3,1.4,0.2,-,1,0.6,26.9,89.2,-,1.2,-
1,Arturo Calabresi ,23, D(C),6.71,Bologna,186,75,14(1),1233,1,-,6,-,0.1,79.3,1,-,1,-,0.1,0.6,0.3,0.5,0.1,0.4,0.3,2.7,2,0.9,0.3,3.7,1.1,0.1,-,-,0.6,33.2,79.3,0.5,2.4,-
2,Blerim Dzemaili ,32, M(C),6.45,Bologna,179,73,15(6),1293,-,-,4,-,1.4,76.7,0.7,-,-,-,1.4,0.5,0.8,2.3,-,0.8,1,1.6,0.4,0.8,-,0.3,1.6,-,-,-,0.5,22.5,76.7,0.1,1.2,-
3,Danilo ,34, D(C),6.79,Bologna,184,80,27,2367,1,-,4,-,0.3,76.8,3,-,1,-,0.3,0.3,0.1,0.5,0.1,-,0.2,1.1,0.9,0.8,0.6,5.3,0.3,1.1,-,-,0.3,42.7,76.8,0.1,4.7,-
4,Diego Falcinelli ,27, FW,6.26,Bologna,186,76,7(8),617,-,1,-,-,0.8,83.9,1.1,-,-,1,0.8,0.3,0.5,1.2,-,1.5,1.7,0.5,0.1,0.8,-,0.2,0.1,0.1,-,1,0.3,7.5,83.9,0.1,0.1,-
5,Erick Pulgar ,25, DMC,6.94,Bologna,186,78,18(1),1589,3,2,5,1,1,83.7,1.5,1,3,2,1,1.8,0.5,1.3,-,0.7,1,2.1,1.8,1.2,0.1,2.1,1.9,0.2,1,2,1.8,50.8,83.7,1.3,3.3,-
6,Federico Mattiello ,23, M(LR),6.71,Bologna,182,73,16(1),1334,1,1,2,1,0.6,76.6,1,-,1,1,0.6,1.1,0.5,0.7,0.1,0.6,1.6,1.9,1.2,0.9,-,2.2,0.5,0.2,-,1,1.1,25.4,76.6,1.1,1.5,0.1
7,Federico Santander ,27, FW,6.96,Bologna,187,79,22(4),1900,6,2,4,-,2.6,59.2,5.9,4,6,2,2.6,1.2,0.1,1.4,0.5,0.9,1.3,0.5,0.3,1.7,-,0.8,0.8,-,-,2,1.2,18.3,59.2,0.1,0.2,-
8,Filip Helander ,25, D(C),6.59,Bologna,192,84,19,1710,-,-,6,-,0.5,79.4,2.7,-,-,-,0.5,0.1,0.2,0.3,-,0.3,0.3,2.2,0.7,1.5,0.4,3.9,0.2,0.8,-,-,0.1,39.4,79.4,-,2.6,-
9,Giancarlo González ,31, D(C),6.71,Bologna,186,77,7(3),670,-,1,1,-,0.2,76.1,3,-,-,1,0.2,0.3,-,0.1,0.1,0.3,0.2,1.3,1.1,0.5,-,3.9,0.3,0.9,-,1,0.3,30.5,76.1,-,2.9,-
10,Godfred Donsah ,22, DMC,6.22,Bologna,175,70,0(3),42,-,-,-,-,0.3,84.0,-,-,-,-,0.3,0.3,0.7,-,-,-,-,0.3,-,-,-,0.7,0.7,0.7,-,-,0.3,8.3,84.0,-,0.3,-
11,Ibrahima Mbaye ,24," D(LR),M(LR)",6.68,Bologna,187,70,15(1),1379,2,-,4,-,0.6,74.6,1.6,-,2,-,0.6,0.3,0.1,1.1,0.1,0.5,1,2.3,0.8,1.5,0.4,2.6,0.8,0.4,-,-,0.3,29.3,74.6,0.3,1.4,-
12,Ladislav Krejci ,26, M(L),6.35,Bologna,180,67,8(4),787,-,1,2,-,0.5,84.3,0.3,-,-,1,0.5,0.9,0.2,0.4,0.3,0.4,0.9,1,0.4,0.8,-,0.6,0.4,0.2,-,1,0.9,27.6,84.3,1,0.8,-
13,Lukasz Skorupski ,27, GK,6.71,Bologna,187,84,29,2610,-,-,1,-,-,61.2,0.5,1,-,-,-,-,-,-,-,-,-,-,0.1,-,-,0.8,-,-,-,-,-,24.2,61.2,-,8.0,-
14,Lyanco ,22, D(C),6.7,Bologna,188,83,4,317,-,-,-,1,0.5,78.5,2,-,-,-,0.5,-,1,0.5,0.3,0.3,0.8,1.8,2,0.8,0.3,4.8,0.3,0.3,-,-,-,30.3,78.5,-,1.8,-
15,Mattia Destro ,28, FW,6.09,Bologna,181,73,3(10),319,2,-,2,-,0.5,55.6,1.2,-,2,-,0.5,-,0.1,0.5,-,0.6,0.8,0.2,-,0.8,-,0.5,-,-,-,-,-,4.2,55.6,-,0.2,-
16,Mattias Svanberg ,20, M(CL),6.33,Bologna,185,75,12(8),1089,-,2,2,-,0.9,77.1,0.5,-,-,2,0.9,0.6,0.4,1.6,0.1,0.6,1.2,1.1,0.6,1.1,-,0.6,0.6,0.3,-,2,0.6,14.2,77.1,0.3,0.8,-
17,Mitchell Dijks ,26," D(L),M(L)",6.51,Bologna,194,93,17(2),1487,-,-,4,-,0.4,74.0,1.9,-,-,-,0.4,0.7,1.2,1.3,0.2,0.9,1.4,1.2,0.9,1.9,0.1,1.4,0.9,-,-,-,0.7,23.3,74.0,0.4,0.9,-
18,Nehuén Paz ,25, D(CL),5.74,Bologna,191,89,1,90,-,-,1,-,-,70.0,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,1,1,1,-,-,-,30.0,70.0,-,4.0,-
19,Nicola Sansone ,27," AM(LR),FW",6.68,Bologna,175,68,7(2),630,1,1,3,-,2.1,77.7,0.7,-,1,1,2.1,1,0.8,1.4,0.2,2.2,2.2,1.4,0.8,2.1,-,0.3,1.1,0.1,-,1,1,21.4,77.7,0.6,0.3,-
20,Orji Okwonkwo ,21, AM(R),6.12,Bologna,176,73,2(6),255,-,-,2,-,0.6,68.9,1.1,-,-,-,0.6,0.3,0.4,0.5,-,0.3,1.6,0.5,0.1,0.8,-,-,-,-,-,-,0.3,5.6,68.9,-,0.4,-
21,Riccardo Orsolini ,22, AM(R),6.65,Bologna,183,73,10(16),1157,3,4,-,-,1.5,68.9,1.2,1,3,4,1.5,0.6,0.4,1.5,0.3,0.6,1.3,0.9,0.4,0.7,-,0.6,0.9,0.1,-,4,0.6,14.1,68.9,0.6,0.6,-
22,Roberto Soriano ,28, AM(CL),6.9,Bologna,182,76,10,890,1,1,2,-,1.8,79.6,1.3,-,1,1,1.8,1.5,1.5,1.2,0.1,1.4,1.7,2.1,0.1,1.5,-,0.7,0.9,0.2,-,1,1.5,38.2,79.6,0.5,1.0,-
23,Rodrigo Palacio ,37," AM(CLR),FW",6.94,Bologna,176,70,18(2),1645,3,3,5,-,1.8,76.6,1.6,-,3,3,1.8,1.2,2.1,2.4,0.8,2.3,2.6,0.8,0.2,0.7,-,0.5,1.1,-,-,3,1.2,24.8,76.6,0.4,0.7,-
24,Sebastien De Maio ,32, D(C),6.52,Bologna,190,90,6,493,-,1,3,-,0.3,83.3,1.5,-,-,1,0.3,0.2,-,-,-,-,-,0.8,0.2,1,-,5,0.2,0.8,-,1,0.2,37.8,83.3,0.3,3.7,-
25,Simone Edera ,22, Forward,6.49,Bologna,176,70,3,188,-,-,1,-,2.3,78.3,0.3,-,-,-,2.3,0.7,1.7,0.3,0.3,1.3,2,1.3,-,0.7,-,-,0.7,0.3,-,-,0.7,20.0,78.3,-,0.7,-
26,Ádám Nagy ,23, DMC,6.43,Bologna,178,78,9(4),882,-,-,2,1,0.5,86.7,0.4,-,-,-,0.5,0.6,0.3,0.5,-,0.5,0.9,2.1,1.8,0.7,0.1,0.8,0.6,0.4,-,-,0.6,34.1,86.7,0.1,1.5,-
0,Albin Ekdal ,29, M(C),7.01,Sampdoria,186,75,24(2),2130,-,-,5,-,0.3,85.7,2,1,-,-,0.3,0.5,1.1,2,-,1,1,2,1.6,1.4,-,2,0.9,0.3,-,-,0.5,48.8,85.7,0.1,1.5,-
1,Alex Ferrari ,24, D(CR),5.99,Sampdoria,183,70,1,90,-,-,1,-,-,84.6,1,-,-,-,-,-,-,-,-,1,1,1,1,2.0,1,12,-,-,-,-,-,26.0,84.6,-,-,-
2,Bartosz Bereszynski ,26, D(R),6.69,Sampdoria,183,77,20(2),1832,-,2,4,1,0.4,83.2,0.5,-,-,2,0.4,0.4,0.9,1.1,-,0.8,0.6,1.6,1.2,1.0,0.5,1.8,1,0.3,-,2,0.4,48.5,83.2,0.3,1.5,0.1
3,Dawid Kownacki ,22, FW,6.19,Sampdoria,187,75,0(13),155,1,1,-,-,0.5,79.5,0.5,-,1,1,0.5,0.5,0.3,0.1,0.1,0.7,0.5,0.2,-,0.2,-,-,0.2,-,-,1,0.5,6.0,79.5,0.1,-,-
4,Dennis Praet ,24, AM(C),7.07,Sampdoria,181,78,24(1),2086,2,2,6,-,0.9,86.6,0.6,1,2,2,0.9,1.1,1.2,1,-,1.4,1.2,1.9,1.2,0.9,-,0.8,0.8,0.1,-,2,1.1,47.8,86.6,0.8,1,0.1
5,Edgar Barreto ,34, M(C),6.82,Sampdoria,180,79,8(2),681,-,2,1,-,0.6,81.1,0.3,-,-,2,0.6,0.8,-,0.8,0.1,0.6,1,2.8,1.5,1.7,-,0.4,1.3,0.2,-,2,0.8,41.3,81.1,0.4,1.6,0.1
6,Emil Audero ,22, GK,6.68,Sampdoria,190,83,29,2610,-,-,4,-,-,69.9,0.4,-,-,-,-,-,-,0.2,-,-,0.1,0.1,-,0.1,-,1,-,-,-,-,-,27.6,69.9,-,4.8,-
7,Fabio Quagliarella ,36, FW,7.19,Sampdoria,180,79,28,2413,21,7,1,-,3.6,69.2,0.5,4,21,7,3.6,1,0.4,1.4,1,1.6,2.4,0.4,0.3,0.9,-,0.4,0.4,-,-,7,1,23.4,69.2,0.1,0.6,-
8,Gastón Ramírez ,28, AM(CLR),6.92,Sampdoria,183,78,14(7),1265,4,4,6,-,0.9,78.8,1.1,2,4,4,0.9,1.4,0.8,1.4,0.1,2,1.4,1.5,0.4,1.6,-,0.9,0.6,0.2,-,4,1.4,30.6,78.8,1,0.9,0.1
9,Gianluca Caprari ,25," AM(CLR),FW",6.85,Sampdoria,176,72,11(5),867,5,2,1,-,1.4,80.1,0.1,2,5,2,1.4,0.6,0.9,1.2,0.3,1.3,1.7,0.6,0.1,1.1,-,0.1,0.3,-,-,2,0.6,20.1,80.1,0.7,0.6,0.1
10,Gregoire Defrel ,27," AM(CR),FW",6.76,Sampdoria,180,79,19(9),1713,8,2,2,-,1.2,84.1,0.5,2,8,2,1.2,0.6,0.8,0.9,0.3,1.5,1.5,0.9,0.1,1.0,-,0.1,0.2,-,-,2,0.6,19.5,84.1,0.2,0.2,-
11,Jacopo Sala ,27," D(R),M(CR)",6.71,Sampdoria,184,75,10(5),992,-,1,3,-,0.5,84.9,0.5,-,-,1,0.5,0.7,0.4,0.7,-,0.4,0.8,2.1,0.9,1.1,0.1,1.9,0.8,0.1,-,1,0.7,43.7,84.9,0.3,1.5,0.2
12,Jakub Jankto ,23, AM(CL),6.12,Sampdoria,184,70,5(12),613,-,-,2,-,0.9,82.8,0.2,-,-,-,0.9,0.2,-,0.2,-,0.3,0.3,0.4,0.4,0.4,-,0.6,0.4,0.1,-,-,0.2,18.8,82.8,0.3,0.4,-
13,Joachim Andersen ,22, D(C),6.9,Sampdoria,192,90,28,2520,-,1,6,-,0.4,89.1,2.4,-,-,1,0.4,0.3,0.4,0.4,-,0.1,0.4,1.3,1.3,0.9,0.9,4.6,0.4,0.5,-,1,0.3,63.3,89.1,-,5.6,-
14,Júnior Tavares ,22," D(L),M(L)",6.45,Sampdoria,178,69,1(1),103,-,-,1,-,-,93.7,0.5,-,-,-,-,-,1.5,2,-,1.5,-,0.5,1,1.0,-,0.5,1,-,-,-,-,55.5,93.7,-,2,-
15,Karol Linetty ,24, M(C),6.85,Sampdoria,176,73,23(2),2058,3,3,10,-,1.2,83.6,0.8,-,3,3,1.2,1,0.5,1.6,-,1.1,2.2,2.3,0.9,1.5,-,0.5,1.8,0.2,-,3,1,40.8,83.6,0.1,1.3,0.1
16,Lorenzo Tonelli ,29, D(C),6.99,Sampdoria,183,78,14,1260,1,-,3,-,0.4,89.4,1.9,1,1,-,0.4,-,0.1,2.3,-,0.4,0.4,1.8,1.4,1.3,0.7,5.1,0.2,1.3,-,-,-,62.0,89.4,-,1.9,-
17,Manolo Gabbiadini ,27," AM(CLR),FW",6.7,Sampdoria,181,72,4(6),447,3,1,2,-,1.7,76.2,0.5,-,3,1,1.7,0.6,0.3,0.8,0.2,0.4,1.2,0.4,0.2,1.2,-,0.3,0.5,-,-,1,0.6,15.1,76.2,0.4,0.3,-
18,Marco Sau ,31," AM(C),FW",5.91,Sampdoria,169,65,0(2),22,-,-,-,-,-,100.0,-,-,-,-,-,-,-,0.5,-,0.5,1,-,-,0.5,-,-,-,-,-,-,-,4.5,100.0,-,-,-
19,Nicola Murru ,24, D(L),6.98,Sampdoria,180,64,27(1),2316,-,5,6,-,0.4,77.9,1.2,1,-,5,0.4,0.8,0.4,0.8,-,0.6,0.5,2.4,1.3,1.0,0.5,2.3,0.4,0.7,-,5,0.8,43.8,77.9,0.6,2,-
20,Omar Colley ,26, D(C),6.9,Sampdoria,192,80,15,1350,-,-,-,-,0.4,88.6,2.9,-,-,-,0.4,0.2,0.3,0.3,0.1,0.2,0.3,1,1,0.9,1.3,5.1,-,1,-,-,0.2,55.3,88.6,-,2.7,-
21,Riccardo Saponara ,27, AM(C),6.45,Sampdoria,184,73,10(10),819,2,4,2,-,1.1,69.6,0.3,-,2,4,1.1,1.1,0.5,0.8,0.4,1.7,1.4,0.6,0.2,0.7,0.1,0.5,0.4,0.1,-,4,1.1,20.4,69.6,0.1,0.8,0.1
22,Ronaldo Vieira ,20, DMC,6.4,Sampdoria,180,70,4(6),377,-,-,3,-,0.3,82.9,0.8,-,-,-,0.3,0.3,0.4,0.4,-,0.5,-,1.4,0.4,1.5,-,1.9,0.3,-,-,-,0.3,25.1,82.9,-,1.4,-
0,Afriyie Acquah ,27, DMC,6.42,Empoli,179,70,17(6),1329,1,-,4,-,0.9,82.1,0.9,1,1,-,0.9,0.4,1,1.2,-,0.8,1.2,1,0.5,1,-,0.3,0.3,-,-,-,0.4,27.0,82.1,0.1,0.7,-
1,Alejandro Rodriguez ,27, FW,5.96,Empoli,180,79,0(1),24,-,-,-,-,1,33.3,-,-,-,-,1,-,-,-,-,-,2,-,-,2,-,1.0,-,-,-,-,-,3.0,33.3,-,-,-
2,Antonino La Gumina ,23, FW,6.43,Empoli,184,78,12(10),1091,2,2,1,-,1.2,78.9,0.8,2,2,2,1.2,0.3,0.8,1,0.9,0.7,1.5,0.2,0.3,0.8,-,0.2,0.2,0.1,-,2,0.3,6.5,78.9,-,-,-
3,Bartlomiej Dragowski ,21, GK,6.5,Empoli,191,74,6,540,-,-,2,-,-,62.4,0.5,-,-,-,-,-,-,0.2,-,-,-,-,-,-,-,1.2,0.2,-,-,-,-,24.8,62.4,-,5.5,-
4,Cristian Dell'Orco ,25, D(CL),6.72,Empoli,183,75,7,630,1,-,-,-,0.4,91.4,1.6,-,1,-,0.4,0.3,0.3,0.6,-,0.3,0.7,1.6,1.4,0.9,1.1,3.1,0.3,0.1,-,-,0.3,50.0,91.4,-,2.1,-
5,Diego Farias ,28," AM(CLR),FW",6.79,Empoli,172,63,8,583,1,2,-,-,1.5,84.2,-,-,1,2,1.5,1.3,1.1,1.3,0.4,0.8,1.5,0.5,-,0.8,-,0.1,0.1,-,-,2,1.3,19.0,84.2,0.3,0.5,-
6,Dimitri Oberlin ,21, FW,6.01,Empoli,182,74,0(4),85,-,-,-,-,-,72.2,-,-,-,-,-,0.3,0.5,-,-,0.8,1.5,-,-,1,-,0.3,0.8,-,-,-,0.3,4.5,72.2,-,-,-
7,Domenico Maietta ,36, D(C),6.51,Empoli,185,77,16,1394,-,-,4,-,0.3,86.2,1.8,-,-,-,0.3,0.2,0.3,0.2,0.1,0.1,0.4,1.6,1.4,0.9,0.6,3.7,1.1,0.8,-,-,0.2,50.2,86.2,0.1,5.3,-
8,Francesco Caputo ,31, FW,6.77,Empoli,180,75,29,2610,13,3,1,-,2.5,77.1,0.7,1,13,3,2.5,1.3,0.3,0.9,0.8,1.2,2.6,0.4,0.1,0.7,-,0.1,0.2,-,-,3,1.3,22.2,77.1,-,0.6,-
9,Frederic Veseli ,26, D(CLR),6.2,Empoli,183,80,21(2),1894,-,-,3,-,0.2,86.8,0.4,-,-,-,0.2,0.1,0.1,0.3,0.1,0.2,0.3,0.9,1,1,0.3,2.5,0.1,0.4,-,-,0.1,38.7,86.8,0.4,2.3,-
10,Giovanni Di Lorenzo ,25," D(R),M(R)",6.63,Empoli,170,70,28,2520,2,2,6,-,0.5,80.3,0.9,1,2,2,0.5,1.1,0.8,1.4,0.1,1.2,1.1,1.9,1,1.3,0.3,1.7,0.6,0.3,-,2,1.1,50.6,80.3,0.5,2,-
11,Hamed Junior Traore ,19, M(C),6.45,Empoli,0,0,17(6),1471,-,1,2,-,1.3,78.4,0.4,-,-,1,1.3,0.7,1.3,0.7,0.2,1.3,1.3,1.7,0.6,1,-,0.4,0.9,0.1,-,1,0.7,26.6,78.4,-,1.5,-
12,Ismael Bennacer ,21, M(C),6.83,Empoli,175,70,23(5),2150,-,3,5,-,0.5,86.2,0.9,-,-,3,0.5,0.7,1.5,1.5,-,1.1,1.6,2.4,1.4,1.3,-,0.6,1,0.2,-,3,0.7,50.0,86.2,0.2,3.9,0.1
13,Ivan Provedel ,25, GK,6.66,Empoli,192,82,15,1350,-,-,-,-,-,69.7,0.2,1,-,-,-,0.2,-,0.3,-,-,0.1,-,-,0.1,-,0.8,0.1,-,-,-,0.2,23.1,69.7,-,5.6,-
14,Jacob Rasmussen ,21," D(C),DMC",6.58,Empoli,190,81,9(2),844,-,-,3,-,0.3,89.5,2.5,-,-,-,0.3,0.2,0.2,0.4,-,0.1,0.4,1.2,0.9,0.7,0.7,3.9,0.6,0.9,-,-,0.2,49.2,89.5,-,3.4,-
15,Joel Untersee ,25, Defender,6.19,Empoli,178,73,1(2),125,-,-,-,-,-,82.4,-,-,-,-,-,-,0.7,0.3,-,0.3,0.7,1,0.3,0.7,1,1.7,0.3,0.3,-,-,-,17.0,82.4,-,1.3,-
16,Leonardo Capezzi ,24, M(C),6.39,Empoli,178,72,9(1),699,-,-,4,-,1.3,84.9,0.8,-,-,-,1.3,0.3,0.6,0.4,-,0.4,0.7,1.3,1,2,-,0.9,0.5,0.4,1,-,0.3,48.4,84.9,0.2,2.9,-
17,Levan Mchedlidze ,29, FW,6.06,Empoli,188,83,0(8),132,-,-,1,-,0.3,72.2,0.5,-,-,-,0.3,0.1,-,0.3,-,0.5,0.8,0.1,-,0.4,-,0.4,-,-,-,-,0.1,4.5,72.2,-,0.1,-
18,Luca Antonelli ,32," D(L),M(CL)",6.53,Empoli,184,79,9(1),701,-,1,1,-,0.2,70.9,1.1,-,-,1,0.2,0.5,0.5,2.2,0.2,0.4,1.2,1.3,1.6,1,0.2,2.2,1,0.4,-,1,0.5,29.6,70.9,-,0.7,-
19,Manuel Pasqual ,37," D(L),M(L)",6.39,Empoli,178,71,13(7),1255,1,2,2,-,0.4,72.8,0.2,-,1,2,0.4,1.1,0.2,0.5,-,0.3,0.5,1.3,0.5,0.6,0.3,1.2,1.4,-,-,2,1.1,35.3,72.8,1.6,2.2,-
20,Marko Pajac ,25, Midfielder,6.74,Empoli,185,66,2(1),164,1,-,-,-,1.3,83.1,-,1,1,-,1.3,0.3,0.3,1.3,-,0.3,0.7,0.7,0.3,0.7,-,0.7,-,-,-,-,0.3,21.7,83.1,0.3,0.7,-
21,Matteo Brighi ,38, M(C),6.15,Empoli,179,78,1(4),112,-,-,-,-,-,81.8,0.4,-,-,-,-,0.2,-,0.4,-,0.2,0.4,1,-,0.6,-,0.6,0.6,-,-,-,0.2,8.8,81.8,-,0.2,-
22,Matías Silvestre ,34, D(C),6.57,Empoli,187,80,28,2520,2,-,5,-,0.4,84.3,2.8,-,2,-,0.4,0.2,-,0.6,-,0.1,0.1,0.9,0.8,0.6,0.9,4.5,0.2,0.6,1,-,0.2,46.0,84.3,-,5.4,-
23,Miha Zajc ,24, AM(C),6.7,Empoli,180,76,12(8),1165,3,2,1,1,2.8,82.9,0.4,-,3,2,2.8,1.2,1.4,0.6,0.3,1.1,1.6,0.3,0.3,0.9,-,0.4,0.5,0.2,-,2,1.2,26.7,82.9,0.9,1,0.1
24,Pietro Terracciano ,29, GK,6.88,Empoli,193,85,8,720,-,-,-,-,-,76.8,-,2,-,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.9,-,-,-,-,-,25.4,76.8,-,4.5,-
25,Rade Krunic ,25, AM(C),6.87,Empoli,184,74,26,2203,4,5,5,1,1.6,79.9,1.5,1,4,5,1.6,1.7,1.3,2.4,-,1.3,1.9,1.2,0.7,1.3,-,0.7,0.8,0.2,-,5,1.7,38.8,79.9,-,1.5,0.2
26,Salih Ucan ,25, AM(C),6.28,Empoli,182,65,1(10),220,1,-,1,-,0.8,72.2,0.3,-,1,-,0.8,0.4,0.5,0.1,-,0.6,0.7,0.7,0.5,0.4,-,0.1,0.5,-,-,-,0.4,13.1,72.2,0.1,0.6,-
27,Samuel Mráz ,21, Forward,6.15,Empoli,184,75,2(4),168,1,-,-,-,0.3,81.0,0.5,-,1,-,0.3,0.3,-,-,-,0.5,0.7,-,-,0.2,-,0.3,-,-,-,-,0.3,7.0,81.0,-,0.2,-
0,Alejandro Gómez ,31," M(CL),FW",7.6,Atalanta,165,68,26(1),2255,6,9,4,-,2.9,84.8,0.2,5,6,9,2.9,3.2,2,2.6,0.2,2.1,1.7,0.5,0.2,0.7,-,0.1,0.6,-,-,9,3.2,46.9,84.8,2.9,2.3,0.2
1,Ali Adnan ,25," D(L),M(L)",6.87,Atalanta,185,85,2(1),166,-,-,-,-,1,70.6,2.0,-,-,-,1,1,1.7,0.7,-,0.3,-,0.3,1,0.7,-,2,0.3,0.3,-,-,1,28.3,70.6,1,1.3,-
2,Andrea Masiello ,33, D(CR),6.44,Atalanta,185,75,15(1),1212,-,1,4,-,0.3,87.3,1.5,-,-,1,0.3,0.3,-,0.8,0.1,0.1,0.3,0.8,1.8,0.9,0.6,1.8,0.4,0.2,1,1,0.3,55.2,87.3,-,4.1,-
3,Arkadiusz Reca ,23, Midfielder,6.52,Atalanta,187,81,0(3),45,-,-,-,-,-,76.9,0.3,-,-,-,-,0.7,0.7,0.7,-,-,0.3,0.7,1,0.3,-,-,0.3,-,-,-,0.7,8.7,76.9,1,0.7,-
4,Berat Djimsiti ,26, D(C),6.84,Atalanta,190,83,14(3),1253,1,1,3,-,0.5,91.0,2.3,-,1,1,0.5,0.2,0.3,0.9,-,0.1,0.6,1.4,1.5,0.9,0.7,3.6,0.5,0.4,1,1,0.2,43.2,91.0,-,3.1,-
5,Dejan Kulusevski ,18, Midfielder,6.14,Atalanta,0,0,0(3),103,-,-,-,-,0.7,72.9,0.3,-,-,-,0.7,-,0.7,0.3,-,0.7,2,1,-,1.3,-,-,0.7,-,-,-,-,19.7,72.9,-,-,-
6,Duván Zapata ,28, FW,7.26,Atalanta,186,80,24(5),2189,19,5,4,-,3.1,79.3,1.9,4,19,5,3.1,1.6,1,2.1,0.8,2.4,3.9,0.2,0.1,1.7,-,0.7,0.2,0.1,-,5,1.6,18.0,79.3,0.2,0.6,0.1
7,Emiliano Rigoni ,26, AM(CLR),6.5,Atalanta,180,70,6(6),522,3,-,1,-,1.3,73.3,0.3,1,3,-,1.3,0.8,1.3,0.4,0.4,1.5,1.7,0.5,0.3,0.4,-,0.3,0.3,-,-,-,0.8,15.9,73.3,0.4,0.8,-
8,Etrit Berisha ,30, GK,6.43,Atalanta,191,92,18,1620,-,-,1,-,-,69.0,0.2,-,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.9,0.1,-,-,-,-,21.7,69.0,-,6,-
9,Gianluca Mancini ,22, D(C),6.95,Atalanta,190,77,20(2),1816,5,1,2,-,1.4,83.4,2.5,-,5,1,1.4,0.4,0.4,0.6,0.1,0.3,0.5,1.6,1.8,1.3,0.3,2.4,0.4,0.2,-,1,0.4,49.2,83.4,0.1,2.1,-
10,Hans Hateboer ,25," D(R),M(R)",6.92,Atalanta,188,74,25(2),2267,4,4,3,-,0.7,84.5,1.9,1,4,4,0.7,1.4,0.4,0.4,0.2,0.8,1,1.2,0.7,0.9,0.1,1.1,0.4,0.1,-,4,1.4,46.3,84.5,0.6,0.9,-
11,Josip Ilicic ,31," AM(CLR),FW",7.31,Atalanta,190,79,16(7),1558,9,6,4,1,3.1,80.1,0.2,3,9,6,3.1,2,2.3,2.2,0.3,2.6,2.4,0.5,0.2,0.7,-,-,0.4,-,-,6,2,39.7,80.1,0.5,2.3,0.1
